epoch,lr-AdamW,step,train_loss,valid_loss
241,,48399,,4.105289459228516
,1.0000000000000002e-07,48400,,
242,,48499,3.592414617538452,
242,,48599,3.5084574222564697,
242,,48599,,4.090236186981201
,1.0000000000000002e-07,48600,,
243,,48699,3.9128355979919434,
243,,48799,3.885847806930542,
243,,48799,,4.090677738189697
,1.0000000000000002e-07,48800,,
244,,48899,3.7665958404541016,
244,,48999,3.697856903076172,
244,,48999,,4.103580474853516
,1.0000000000000002e-07,49000,,
245,,49099,3.6410205364227295,
245,,49199,3.7242648601531982,
245,,49199,,4.102752208709717
,1.0000000000000002e-07,49200,,
246,,49299,3.719247341156006,
246,,49399,3.3411688804626465,
246,,49399,,4.078407287597656
,1.0000000000000002e-07,49400,,
247,,49499,3.537966012954712,
247,,49599,3.827763795852661,
247,,49599,,4.101067066192627
,1.0000000000000002e-07,49600,,
248,,49699,3.6520538330078125,
248,,49799,3.6022937297821045,
248,,49799,,4.098705291748047
,1.0000000000000002e-07,49800,,
249,,49899,3.524054765701294,
249,,49999,3.516515016555786,
249,,49999,,4.109727382659912
,1.0000000000000002e-07,50000,,
250,,50099,3.3649537563323975,
250,,50199,3.6175811290740967,
250,,50199,,4.094346046447754
,1.0000000000000002e-07,50200,,
251,,50299,3.714026927947998,
251,,50399,3.847235918045044,
251,,50399,,4.101718425750732
,1.0000000000000002e-07,50400,,
252,,50499,3.7562103271484375,
252,,50599,3.845004081726074,
252,,50599,,4.109217643737793
,1.0000000000000002e-07,50600,,
253,,50699,3.4648609161376953,
253,,50799,3.3359932899475098,
253,,50799,,4.107758045196533
,1.0000000000000002e-07,50800,,
254,,50899,3.516575813293457,
254,,50999,3.7357945442199707,
254,,50999,,4.10051965713501
,1.0000000000000002e-07,51000,,
255,,51099,3.6708548069000244,
255,,51199,3.6270265579223633,
255,,51199,,4.094141960144043
,1.0000000000000002e-07,51200,,
256,,51299,3.5181312561035156,
256,,51399,3.7755041122436523,
256,,51399,,4.102547645568848
,1.0000000000000002e-07,51400,,
257,,51499,3.7909255027770996,
257,,51599,3.4500732421875,
257,,51599,,4.1028337478637695
,1.0000000000000004e-08,51600,,
258,,51699,3.5822551250457764,
258,,51799,3.632026433944702,
258,,51799,,4.11848783493042
,1.0000000000000004e-08,51800,,
259,,51899,3.3398220539093018,
259,,51999,3.785592555999756,
259,,51999,,4.096565246582031
,1.0000000000000004e-08,52000,,
260,,52099,3.746840476989746,
260,,52199,3.4982898235321045,
260,,52199,,4.1074323654174805
,1.0000000000000004e-08,52200,,
261,,52299,3.666590452194214,
261,,52399,3.7206270694732666,
261,,52399,,4.103822231292725
,1.0000000000000004e-08,52400,,
262,,52499,3.73948073387146,
262,,52599,3.628891944885254,
262,,52599,,4.10207462310791
,1.0000000000000004e-08,52600,,
263,,52699,3.5042169094085693,
263,,52799,3.628410816192627,
263,,52799,,4.083724498748779
,1.0000000000000004e-08,52800,,
264,,52899,3.422065019607544,
264,,52999,3.603012800216675,
264,,52999,,4.110598564147949
,1.0000000000000004e-08,53000,,
265,,53099,3.7052981853485107,
265,,53199,3.553927421569824,
265,,53199,,4.083259582519531
,1.0000000000000004e-08,53200,,
266,,53299,3.216184616088867,
266,,53399,3.5806193351745605,
266,,53399,,4.107571601867676
,1.0000000000000004e-08,53400,,
267,,53499,3.456857204437256,
267,,53599,3.325899600982666,
267,,53599,,4.089961051940918
,1.0000000000000004e-08,53600,,
268,,53699,3.5517711639404297,
268,,53799,3.5433669090270996,
268,,53799,,4.096984386444092
,1.0000000000000004e-08,53800,,
269,,53899,3.7043492794036865,
269,,53999,3.4939708709716797,
269,,53999,,4.114750862121582
,1.0000000000000004e-08,54000,,
270,,54099,3.46089243888855,
270,,54199,3.696213483810425,
270,,54199,,4.093677997589111
,1.0000000000000004e-08,54200,,
271,,54299,3.9847214221954346,
271,,54399,3.6572341918945312,
271,,54399,,4.0909223556518555
,1.0000000000000004e-08,54400,,
272,,54499,3.601989507675171,
272,,54599,3.6899001598358154,
272,,54599,,4.107372283935547
,1.0000000000000004e-08,54600,,
273,,54699,3.5362796783447266,
273,,54799,3.9444870948791504,
273,,54799,,4.0697550773620605
,1.0000000000000004e-08,54800,,
274,,54899,3.6563589572906494,
274,,54999,3.6065611839294434,
274,,54999,,4.104176044464111
,1.0000000000000004e-08,55000,,
275,,55099,3.4847192764282227,
275,,55199,3.440047025680542,
275,,55199,,4.095966815948486
,1.0000000000000004e-08,55200,,
276,,55299,3.492466449737549,
276,,55399,3.838538646697998,
276,,55399,,4.099463939666748
,1.0000000000000004e-08,55400,,
277,,55499,3.850417375564575,
277,,55599,3.6174001693725586,
277,,55599,,4.089560508728027
,1.0000000000000004e-08,55600,,
278,,55699,3.7747223377227783,
278,,55799,3.516982316970825,
278,,55799,,4.0894317626953125
,1.0000000000000004e-08,55800,,
279,,55899,3.5404610633850098,
279,,55999,3.42490816116333,
279,,55999,,4.107570171356201
,1.0000000000000004e-08,56000,,
280,,56099,3.683415651321411,
280,,56199,3.792379140853882,
280,,56199,,4.088148593902588
,1.0000000000000004e-08,56200,,
281,,56299,3.8020548820495605,
281,,56399,3.612973690032959,
281,,56399,,4.108028411865234
,1.0000000000000004e-08,56400,,
282,,56499,3.6691837310791016,
282,,56599,3.7298226356506348,
282,,56599,,4.097468376159668
,1.0000000000000004e-08,56600,,
283,,56699,3.696425437927246,
283,,56799,3.5786690711975098,
283,,56799,,4.084317684173584
,1.0000000000000004e-08,56800,,
284,,56899,3.533825635910034,
284,,56999,3.791496515274048,
284,,56999,,4.108365058898926
,1.0000000000000004e-08,57000,,
285,,57099,3.529078960418701,
285,,57199,3.6369738578796387,
285,,57199,,4.100602626800537
,1.0000000000000004e-08,57200,,
286,,57299,3.5904293060302734,
286,,57399,3.6318678855895996,
286,,57399,,4.097599029541016
,1.0000000000000004e-08,57400,,
287,,57499,3.884620189666748,
287,,57599,3.8164327144622803,
287,,57599,,4.094298839569092
,1.0000000000000004e-08,57600,,
288,,57699,3.7799692153930664,
288,,57799,3.6551969051361084,
288,,57799,,4.109790325164795
,1.0000000000000004e-08,57800,,
289,,57899,3.733905792236328,
289,,57999,3.467437505722046,
289,,57999,,4.0857625007629395
,1.0000000000000004e-08,58000,,
290,,58099,3.813013792037964,
290,,58199,3.47037410736084,
290,,58199,,4.088550090789795
,1.0000000000000004e-08,58200,,
291,,58299,3.5926618576049805,
291,,58399,3.9011573791503906,
291,,58399,,4.084105491638184
,1.0000000000000004e-08,58400,,
292,,58499,3.554979085922241,
292,,58599,3.812701463699341,
292,,58599,,4.113630771636963
,1.0000000000000004e-08,58600,,
293,,58699,3.765690565109253,
293,,58799,3.7492549419403076,
293,,58799,,4.082207679748535
,1.0000000000000004e-08,58800,,
294,,58899,3.714780807495117,
294,,58999,3.1146442890167236,
294,,58999,,4.112109184265137
,1.0000000000000004e-08,59000,,
295,,59099,3.5907092094421387,
295,,59199,3.7525031566619873,
295,,59199,,4.0991926193237305
,1.0000000000000004e-08,59200,,
296,,59299,3.7502453327178955,
296,,59399,3.80055832862854,
296,,59399,,4.103785514831543
,1.0000000000000004e-08,59400,,
297,,59499,3.9489848613739014,
297,,59599,3.6692769527435303,
297,,59599,,4.109827995300293
,1.0000000000000004e-08,59600,,
298,,59699,3.6847245693206787,
298,,59799,3.5784435272216797,
298,,59799,,4.098786354064941
,1.0000000000000004e-08,59800,,
299,,59899,3.4477829933166504,
299,,59999,3.856766700744629,
299,,59999,,4.098426342010498
,1.0000000000000004e-08,60000,,
300,,60099,3.4402034282684326,
300,,60199,3.8464436531066895,
300,,60199,,4.098909854888916
,1.0000000000000004e-08,60200,,
301,,60299,3.820685625076294,
301,,60399,3.740400552749634,
301,,60399,,4.101663589477539
,1.0000000000000004e-08,60400,,
302,,60499,3.7535152435302734,
302,,60599,3.389313220977783,
302,,60599,,4.1023640632629395
,1.0000000000000004e-08,60600,,
303,,60699,3.658407211303711,
303,,60799,3.458580732345581,
303,,60799,,4.073904037475586
,1.0000000000000004e-08,60800,,
304,,60899,3.441932201385498,
304,,60999,3.6737072467803955,
304,,60999,,4.100685119628906
,1.0000000000000004e-08,61000,,
305,,61099,3.8262908458709717,
305,,61199,3.485395908355713,
305,,61199,,4.1147589683532715
,1.0000000000000004e-08,61200,,
306,,61299,3.679140329360962,
306,,61399,3.563734531402588,
306,,61399,,4.08880615234375
,1.0000000000000004e-08,61400,,
307,,61499,3.6579389572143555,
307,,61599,3.8119425773620605,
307,,61599,,4.1030988693237305
,1.0000000000000004e-08,61600,,
308,,61699,3.797588586807251,
308,,61799,3.6437759399414062,
308,,61799,,4.105939865112305
,1.0000000000000004e-08,61800,,
309,,61899,3.6209402084350586,
309,,61999,3.496417760848999,
309,,61999,,4.09160852432251
,1.0000000000000004e-08,62000,,
310,,62099,3.838012933731079,
310,,62199,3.3909523487091064,
310,,62199,,4.089982509613037
,1.0000000000000004e-08,62200,,
311,,62299,3.698974847793579,
311,,62399,3.8366432189941406,
311,,62399,,4.10660457611084
,1.0000000000000004e-08,62400,,
312,,62499,3.8402860164642334,
312,,62599,3.5648186206817627,
312,,62599,,4.0942702293396
,1.0000000000000004e-08,62600,,
313,,62699,3.675365447998047,
313,,62799,3.933657169342041,
313,,62799,,4.104339599609375
,1.0000000000000004e-08,62800,,
314,,62899,3.5193028450012207,
314,,62999,3.723778486251831,
314,,62999,,4.104303359985352
,1.0000000000000004e-08,63000,,
315,,63099,3.617497444152832,
315,,63199,3.429938554763794,
315,,63199,,4.09211540222168
,1.0000000000000004e-08,63200,,
316,,63299,3.612579345703125,
316,,63399,3.835979700088501,
316,,63399,,4.10561990737915
,1.0000000000000004e-08,63400,,
317,,63499,3.8278684616088867,
317,,63599,3.5671164989471436,
317,,63599,,4.092779636383057
,1.0000000000000004e-08,63600,,
318,,63699,3.649874687194824,
318,,63799,3.7510881423950195,
318,,63799,,4.129891395568848
,1.0000000000000004e-08,63800,,
319,,63899,3.455538272857666,
319,,63999,3.4552056789398193,
319,,63999,,4.115203857421875
,1.0000000000000004e-08,64000,,
320,,64099,3.77020525932312,
320,,64199,3.8257198333740234,
320,,64199,,4.116184234619141
,1.0000000000000004e-08,64200,,
321,,64299,3.5054914951324463,
321,,64399,3.818260431289673,
321,,64399,,4.086521148681641
,1.0000000000000004e-08,64400,,
322,,64499,3.6376969814300537,
322,,64599,3.7004096508026123,
322,,64599,,4.106386184692383
,1.0000000000000004e-08,64600,,
323,,64699,3.6624932289123535,
323,,64799,3.5574748516082764,
323,,64799,,4.083506107330322
